ticker,country,company_name,industry,sector,sub_industry,exchange,currency,market_cap_category,active,is_etf,yahoo_ticker,industry_keyword_1,industry_keyword_2,industry_keyword_3,ai_generated,ai_enhanced_at,competitor_1_name,competitor_1_ticker,competitor_2_name,competitor_2_ticker,competitor_3_name,competitor_3_ticker,upstream_1_name,upstream_1_ticker,upstream_2_name,upstream_2_ticker,downstream_1_name,downstream_1_ticker,downstream_2_name,downstream_2_ticker,geographic_markets,subsidiaries,financial_last_price,financial_price_change_pct,financial_yesterday_return_pct,financial_ytd_return_pct,financial_market_cap,financial_enterprise_value,financial_volume,financial_avg_volume,financial_analyst_target,financial_analyst_range_low,financial_analyst_range_high,financial_analyst_count,financial_analyst_recommendation,financial_snapshot_date,created_at,updated_at,data_source
PZA.TO,CA,Pizza Pizza Royalty Corp.,Restaurants,Consumer Discretionary,,,,,FALSE,FALSE,PZA.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PZG,CA,Paramount Gold Nevada Corp.,Gold,Materials,,,,,FALSE,FALSE,PZG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PZZA,CA,"Papa John's International, Inc.",-,-,,,,,FALSE,FALSE,PZZA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QBR-A.TO,CA,Quebecor Inc.,Telecom Services,Communication Services,,,,,FALSE,FALSE,QBR-A.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QBR-B.TO,CA,Quebecor Inc.,Telecom Services,Communication Services,,,,,FALSE,FALSE,QBR-B.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QBTS,CA,D-Wave Quantum Inc.,Computer Hardware,Technology,,,,,FALSE,FALSE,QBTS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QCOM,CA,QUALCOMM Incorporated,Semiconductors,Technology,,,,,FALSE,FALSE,QCOM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QCRH,CA,"QCR Holdings, Inc.",Banks - Regional,Financials,,,,,FALSE,FALSE,QCRH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QD,CA,Qudian Inc.,Credit Services,Financials,,,,,FALSE,FALSE,QD,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QDEL,CA,QuidelOrtho Corporation,Medical Devices,Healthcare,,,,,FALSE,FALSE,QDEL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QEC.TO,CA,Questerre Energy Corporation,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,QEC.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QETA,CA,Quetta Acquisition Corporation,Shell Companies,Financials,,,,,FALSE,FALSE,QETA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QFIN,CA,"Qfin Holdings, Inc.",Credit Services,Financials,,,,,FALSE,FALSE,QFIN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QGEN,CA,Qiagen N.V.,Diagnostics & Research,Healthcare,,,,,FALSE,FALSE,QGEN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QH,CA,Quhuo Limited,Software - Application,Technology,,,,,FALSE,FALSE,QH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QIPT,CA,Quipt Home Medical Corp.,Medical Distribution,Healthcare,,,,,FALSE,FALSE,QIPT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QIPT.TO,CA,Quipt Home Medical Corp.,Medical Distribution,Healthcare,,,,,FALSE,FALSE,QIPT.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QLGN,CA,"Qualigen Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,QLGN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QLYS,CA,"Qualys, Inc.",Software - Infrastructure,Technology,,,,,FALSE,FALSE,QLYS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QMCO,CA,Quantum Corporation,Computer Hardware,Technology,,,,,FALSE,FALSE,QMCO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QMMM,CA,QMMM Holdings Limited,Advertising Agencies,Communication Services,,,,,FALSE,FALSE,QMMM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QNCX,CA,"Quince Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,QNCX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QNRX,CA,"Quoin Pharmaceuticals, Ltd.",Biotechnology,Healthcare,,,,,FALSE,FALSE,QNRX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QNST,CA,"QuinStreet, Inc.",Advertising Agencies,Communication Services,,,,,FALSE,FALSE,QNST,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QNTM,CA,Quantum BioPharma Ltd.,Biotechnology,Healthcare,,,,,FALSE,FALSE,QNTM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QRC.TO,CA,Queen's Road Capital Investment Ltd.,Asset Management,Financials,,,,,FALSE,FALSE,QRC.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QRHC,CA,Quest Resource Holding Corporation,Waste Management,Industrials,,,,,FALSE,FALSE,QRHC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QRVO,CA,"Qorvo, Inc.",Semiconductors,Technology,,,,,FALSE,FALSE,QRVO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QS,CA,QuantumScape Corporation,Auto Parts,Consumer Discretionary,,,,,FALSE,FALSE,QS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QSEA,CA,Quartzsea Acquisition Corporation,Shell Companies,Financials,,,,,FALSE,FALSE,QSEA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QSG,CA,QuantaSing Group Limited,Education & Training Services,Consumer Staples,,,,,FALSE,FALSE,QSG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QSI,CA,Quantum-Si incorporated,Medical Devices,Healthcare,,,,,FALSE,FALSE,QSI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QSP-UN.TO,CA,Restaurant Brands International Limited Partnership,Restaurants,Consumer Discretionary,,,,,FALSE,FALSE,QSP-UN.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QSR,CA,Restaurant Brands International Inc.,Restaurants,Consumer Discretionary,,,,,FALSE,FALSE,QSR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QSR.TO,CA,Restaurant Brands International Inc.,Restaurants,Consumer Discretionary,,,,,FALSE,FALSE,QSR.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QTRH.TO,CA,Quarterhill Inc.,Communication Equipment,Technology,,,,,FALSE,FALSE,QTRH.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QTRX,CA,Quanterix Corporation,Medical Devices,Healthcare,,,,,FALSE,FALSE,QTRX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QTTB,CA,Q32 Bio Inc.,Biotechnology,Healthcare,,,,,FALSE,FALSE,QTTB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QTWO,CA,"Q2 Holdings, Inc.",Software - Application,Technology,,,,,FALSE,FALSE,QTWO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QUAD,CA,"Quad/Graphics, Inc.",Specialty Business Services,Industrials,,,,,FALSE,FALSE,QUAD,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QUBT,CA,Quantum Computing Inc.,Computer Hardware,Technology,,,,,FALSE,FALSE,QUBT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QUIK,CA,QuickLogic Corporation,Semiconductors,Technology,,,,,FALSE,FALSE,QUIK,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QUMS,CA,Quantumsphere Acquisition Corporation,Shell Companies,Financials,,,,,FALSE,FALSE,QUMS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QURE,CA,uniQure N.V.,Biotechnology,Healthcare,,,,,FALSE,FALSE,QURE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QVCGA,CA,QVC Group Inc.,Internet Retail,Consumer Discretionary,,,,,FALSE,FALSE,QVCGA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
QXO,CA,"QXO, Inc.",Industrial Distribution,Industrials,,,,,FALSE,FALSE,QXO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
R,CA,"Ryder System, Inc.",Rental & Leasing Services,Industrials,,,,,FALSE,FALSE,R,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAAQ,CA,Real Asset Acquisition Corp.,Shell Companies,Financials,,,,,FALSE,FALSE,RAAQ,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAC,CA,Rithm Acquisition Corp.,Shell Companies,Financials,,,,,FALSE,FALSE,RAC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RACE,CA,Ferrari N.V.,Auto Manufacturers,Consumer Discretionary,,,,,FALSE,FALSE,RACE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RADX,CA,Radiopharm Theranostics Limited,Biotechnology,Healthcare,,,,,FALSE,FALSE,RADX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAIL,CA,"FreightCar America, Inc.",Railroads,Industrials,,,,,FALSE,FALSE,RAIL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAIN,CA,"Rain Enhancement Technologies Holdco, Inc.",Pollution & Treatment Controls,Industrials,,,,,FALSE,FALSE,RAIN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAL,CA,Ralliant Corporation,Electronic Components,Technology,,,,,FALSE,FALSE,RAL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAMP,CA,"LiveRamp Holdings, Inc.",Software - Infrastructure,Technology,,,,,FALSE,FALSE,RAMP,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAND,CA,Rand Capital Corporation,Asset Management,Financials,,,,,FALSE,FALSE,RAND,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RANG,CA,Range Capital Acquisition Corp.,Shell Companies,Financials,,,,,FALSE,FALSE,RANG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RANI,CA,"Rani Therapeutics Holdings, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,RANI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAPP,CA,"Rapport Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,RAPP,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAPT,CA,"RAPT Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,RAPT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RARE,CA,Ultragenyx Pharmaceutical Inc.,Biotechnology,Healthcare,,,,,FALSE,FALSE,RARE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAVE,CA,"Rave Restaurant Group, Inc.",Restaurants,Consumer Discretionary,,,,,FALSE,FALSE,RAVE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAY,CA,Raytech Holding Limited,Household & Personal Products,Consumer Staples,,,,,FALSE,FALSE,RAY,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAYA,CA,Erayak Power Solution Group Inc.,Electrical Equipment & Parts,Industrials,,,,,FALSE,FALSE,RAYA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAY-A.TO,CA,Stingray Group Inc.,Broadcasting,Communication Services,,,,,FALSE,FALSE,RAY-A.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RAY-B.TO,CA,Stingray Group Inc.,Broadcasting,Communication Services,,,,,FALSE,FALSE,RAY-B.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBA,CA,"RB Global, Inc.",Specialty Business Services,Industrials,,,,,FALSE,FALSE,RBA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBA.TO,CA,"RB Global, Inc.",Specialty Business Services,Industrials,,,,,FALSE,FALSE,RBA.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBB,CA,RBB Bancorp,Banks - Regional,Financials,,,,,FALSE,FALSE,RBB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBBN,CA,Ribbon Communications Inc.,Software - Application,Technology,,,,,FALSE,FALSE,RBBN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBC,CA,RBC Bearings Incorporated,Tools & Accessories,Industrials,,,,,FALSE,FALSE,RBC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBCAA,CA,"Republic Bancorp, Inc.",Banks - Regional,Financials,,,,,FALSE,FALSE,RBCAA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBKB,CA,"Rhinebeck Bancorp, Inc.",Banks - Regional,Financials,,,,,FALSE,FALSE,RBKB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBLX,CA,Roblox Corporation,Electronic Gaming & Multimedia,Communication Services,,,,,FALSE,FALSE,RBLX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBNE,CA,Robin Energy Ltd.,Oil & Gas Midstream,Energy,,,,,FALSE,FALSE,RBNE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBOT,CA,Vicarious Surgical Inc.,Medical Devices,Healthcare,,,,,FALSE,FALSE,RBOT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBRK,CA,"Rubrik, Inc.",Software - Infrastructure,Technology,,,,,FALSE,FALSE,RBRK,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RBY.TO,CA,Rubellite Energy Corp.,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,RBY.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RC,CA,Ready Capital Corporation,REIT - Mortgage,Real Estate,,,,,FALSE,FALSE,RC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCAT,CA,"Red Cat Holdings, Inc.",Aerospace & Defense,Industrials,,,,,FALSE,FALSE,RCAT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCEL,CA,"AVITA Medical, Inc.",Medical Devices,Healthcare,,,,,FALSE,FALSE,RCEL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCG.TO,CA,RF Capital Group Inc.,Asset Management,Financials,,,,,FALSE,FALSE,RCG.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCH.TO,CA,Richelieu Hardware Ltd.,"Furnishings, Fixtures & Appliances",Consumer Discretionary,,,,,FALSE,FALSE,RCH.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCI,CA,Rogers Communications Inc.,Telecom Services,Communication Services,,,,,FALSE,FALSE,RCI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCI-A.TO,CA,Rogers Communications Inc.,Telecom Services,Communication Services,,,,,FALSE,FALSE,RCI-A.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCI-B.TO,CA,Rogers Communications Inc.,Telecom Services,Communication Services,,,,,FALSE,FALSE,RCI-B.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCKT,CA,"Rocket Pharmaceuticals, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,RCKT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCKY,CA,"Rocky Brands, Inc.",Footwear & Accessories,Consumer Discretionary,,,,,FALSE,FALSE,RCKY,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCL,CA,Royal Caribbean Cruises Ltd.,Travel Services,Consumer Discretionary,,,,,FALSE,FALSE,RCL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCMT,CA,"RCM Technologies, Inc.",Conglomerates,Industrials,,,,,FALSE,FALSE,RCMT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCON,CA,"Recon Technology, Ltd.",Oil & Gas Equipment & Services,Energy,,,,,FALSE,FALSE,RCON,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCT,CA,RedCloud Holdings plc,Software - Application,Technology,,,,,FALSE,FALSE,RCT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RCUS,CA,"Arcus Biosciences, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,RCUS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDAC,CA,Rising Dragon Acquisition Corp.,Shell Companies,Financials,,,,,FALSE,FALSE,RDAC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDAG,CA,Republic Digital Acquisition Company,Shell Companies,Financials,,,,,FALSE,FALSE,RDAG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDCM,CA,RADCOM Ltd.,Telecom Services,Communication Services,,,,,FALSE,FALSE,RDCM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDDT,CA,"Reddit, Inc.",Internet Content & Information,Communication Services,,,,,FALSE,FALSE,RDDT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDGT,CA,"Ridgetech, Inc.",Pharmaceutical Retailers,Healthcare,,,,,FALSE,FALSE,RDGT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDHL,CA,RedHill Biopharma Ltd.,Drug Manufacturers - Specialty & Generic,Healthcare,,,,,FALSE,FALSE,RDHL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDI,CA,"Reading International, Inc.",Entertainment,Communication Services,,,,,FALSE,FALSE,RDI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDIB,CA,"Reading International, Inc.",Entertainment,Communication Services,,,,,FALSE,FALSE,RDIB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDN,CA,Radian Group Inc.,Insurance - Specialty,Financials,,,,,FALSE,FALSE,RDN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDNT,CA,"RadNet, Inc.",Diagnostics & Research,Healthcare,,,,,FALSE,FALSE,RDNT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDNW,CA,"RideNow Group, Inc.",Auto & Truck Dealerships,Consumer Discretionary,,,,,FALSE,FALSE,RDNW,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDVT,CA,"Red Violet, Inc.",Software - Application,Technology,,,,,FALSE,FALSE,RDVT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDW,CA,Redwire Corporation,Aerospace & Defense,Industrials,,,,,FALSE,FALSE,RDW,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDWR,CA,Radware Ltd.,Software - Infrastructure,Technology,,,,,FALSE,FALSE,RDWR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDY,CA,Dr. Reddy's Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,,,,,FALSE,FALSE,RDY,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RDZN,CA,"Roadzen, Inc.",Software - Application,Technology,,,,,FALSE,FALSE,RDZN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REAL,CA,"The RealReal, Inc.",Luxury Goods,Consumer Discretionary,,,,,FALSE,FALSE,REAL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REAL.TO,CA,Real Matters Inc.,Real Estate Services,Real Estate,,,,,FALSE,FALSE,REAL.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REAX,CA,The Real Brokerage Inc.,Real Estate Services,Real Estate,,,,,FALSE,FALSE,REAX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REBN,CA,"Reborn Coffee, Inc.",Restaurants,Consumer Discretionary,,,,,FALSE,FALSE,REBN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RECT,CA,Rectitude Holdings Ltd,Specialty Retail,Consumer Discretionary,,,,,FALSE,FALSE,RECT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REE,CA,REE Automotive Ltd.,Auto Parts,Consumer Discretionary,,,,,FALSE,FALSE,REE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REFI,CA,"Chicago Atlantic Real Estate Finance, Inc.",REIT - Mortgage,Real Estate,,,,,FALSE,FALSE,REFI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REFR,CA,Research Frontiers Incorporated,Electronic Components,Technology,,,,,FALSE,FALSE,REFR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REG,CA,Regency Centers Corporation,REIT - Retail,Real Estate,,,,,FALSE,FALSE,REG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REGN,CA,"Regeneron Pharmaceuticals, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,REGN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REI,CA,"Ring Energy, Inc.",Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,REI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REI-UN.TO,CA,RioCan Real Estate Investment Trust,REIT - Retail,Real Estate,,,,,FALSE,FALSE,REI-UN.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REKR,CA,"Rekor Systems, Inc.",Software - Infrastructure,Technology,,,,,FALSE,FALSE,REKR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RELI,CA,"Reliance Global Group, Inc.",Insurance Brokers,Financials,,,,,FALSE,FALSE,RELI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RELL,CA,"Richardson Electronics, Ltd.",Electronic Components,Technology,,,,,FALSE,FALSE,RELL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RELX,CA,RELX PLC,Specialty Business Services,Industrials,,,,,FALSE,FALSE,RELX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RELY,CA,"Remitly Global, Inc.",Software - Infrastructure,Technology,,,,,FALSE,FALSE,RELY,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RENB,CA,Lunai Bioworks Inc.,Biotechnology,Healthcare,,,,,FALSE,FALSE,RENB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RENT,CA,"Rent the Runway, Inc.",Apparel Retail,Consumer Discretionary,,,,,FALSE,FALSE,RENT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REPL,CA,"Replimune Group, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,REPL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REPX,CA,"Riley Exploration Permian, Inc.",Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,REPX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RERE,CA,ATRenew Inc.,Internet Retail,Consumer Discretionary,,,,,FALSE,FALSE,RERE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RES,CA,"RPC, Inc.",Oil & Gas Equipment & Services,Energy,,,,,FALSE,FALSE,RES,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
RETO,CA,"ReTo Eco-Solutions, Inc.",Building Materials,Materials,,,,,FALSE,FALSE,RETO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REVB,CA,"Revelation Biosciences, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,REVB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
REVG,CA,"REV Group, Inc.",Farm & Heavy Construction Machinery,Industrials,,,,,FALSE,FALSE,REVG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
